SMILES,DrugClass
C12C(CC(CC1)C2)CN2N=C(C1=CC=CC=C21)C(=O)NC(C)(C)C2=CC=CC=C2,Cannabinoids
CC(C)(C1=CC=CC=C1)N1C(C2=C(N(C=3C=CC=CC23)CCCCC)C=C1)=O,Cannabinoids
O=C(C1=CN(CCCCC)C2=C1C=CC=C2)NC(C)(C3=CC=CC=C3)C,Cannabinoids
CC(C)(NC(=O)c1cn(CCCCC(=O)O)c2ccccc12)c1ccccc1,Cannabinoids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC(C)(C3=CC=CC=C3)C,Cannabinoids
O=C(C1=NN(CCN2CCCCC2)C3=C1C=CC=C3)NC(C)(C4=CC=CC=C4)C,Cannabinoids
O=C(C1=NN(CC2CCOCC2)C3=C1C=CC=C3)NC(C)(C4=CC=CC=C4)C,Cannabinoids
CC(C)(C1=CC=CC=C1)NC(=O)C1=NN(C2=CC=CC=C12)S(=O)(=O)C1=CC=C(C=C1)C,Cannabinoids
O=C(C1CCC1)N(C2CCN(CCC3=CC=CC=C3)CC2)C4=CC=CC=C4,Opioids
C1(=CC=CC=C1)C1(CCCCC1)N,Arylcyclohexylamines
O=C(C1CCCCC1)N(C2CCN(CCC3=CC=CC=C3)CC2)C4=CC=CC=C4,Opioids
O=C(C1=CCCC1)N(C2=CC=CC=C2)C3CCN(CCC4=CC=CC=C4)CC3,Opioids
O=C(C1CCCC1)N(C2=CC=CC=C2)C3CCN(CCC4=CC=CC=C4)CC3,Opioids
O=C(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)CC4CC4,Opioids
C1(=CC=CC=C1)N(C(=O)C1CC1)C1CCNCC1,Opioids
C1(CC1)N=C1OC(C(N1)=O)C1=CC=CC=C1,Unknown
ClC=1C=C(C(=O)N([C@@H]2[C@H](CCCC2)N(C)C)C2CC2)C=CC1Cl,Opioids
O=C(C1CC1)N(C2=CC=CC=C2)C3CCN(CCC4=CC=CC=C4)CC3,Opioids
C1(CC1)COC1=C(C=C(C=C1OC)CCN)OC,Phenethylamines
ClC=1C=CC2=C(C(=N(CC(=N2)NCC2CC2)=O)C2=CC=CC=C2)C1,Benzodiazepines
C1=CC=CC=2C(C3=C(C=CC21)C=CC=C3)=C3CCN(CC3)C,Unknown
OC(C1=CC=CC=C1)(C2=CC=CC=C2)C3NCCC3,Piperidines & pyrrolidines
C=CCN(CCC1=CNC2=C1C=CC=C2)CC=C,Indolalkylamines
FC1(F)OC2=CC=C(CN3CCNCC3)C=C2O1,Piperazine derivates
CNC1(C(C=CCC1)=O)C1=CC=CC=C1,Arylcyclohexylamines
C(C)NC1(C(C=CCC1)=O)C1=CC(=CC=C1)OC,Arylcyclohexylamines
NC1(CCC=CC1=O)C1=C(C=CC=C1)Cl,Arylcyclohexylamines
O=C1NC2=CC=C(Cl)C=C2C(C3=CC=CC=C3Cl)=NC1,Benzodiazepines
ClC=1C=CC2=C(C(=N(CC(N2)=O)=O)C2=CC=CC=C2)C1,Benzodiazepines
O=C1NC2=CC=C(Cl)C=C2C(C3=CC=CC=C3F)=NC1,Benzodiazepines
BrC=1C=CC2=C(C(=NCC(N2)=O)C2=CC=CC=C2)C1,Benzodiazepines
ClC=1C=CC2=C(C(=NCC(N2)=S)C2=C(C=CC=C2)F)C1,Benzodiazepines
O=S(C1=CC=CC=C1)(/N=C2N(CCC3=CC=C(N)C=C3)CCCC\2)=O,Unknown
ClC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=CC=CC=C3,Benzodiazepines
C(C)C1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=CC=CC=C3,Benzodiazepines
CNC1(C(CCCC1)=O)C1=CC=CC=C1,Arylcyclohexylamines
C(C)NC1(C(CCCC1)=O)C1=CC=CC=C1,Arylcyclohexylamines
O=C1C(C2=CC=CC=C2)(N)CCCC1,Arylcyclohexylamines
O=C1CN=C(C2=CC=CC=C2Cl)C(C=C(CC)S3)=C3N1,Benzodiazepines
C(C)C1=CC2=C(NC(CN=C2C2=C(C=CC=C2)F)=O)S1,Benzodiazepines
N1(CCOCC1)CCC(C(=O)N1CCCC1)(C1=CC=CC=C1)C1=CC=CC=C1,Opioids
[N+](=O)([O-])C=1C=CC2=C(C(=NCC=3N2C=NN3)C3=CC=CC=C3)C1,Benzodiazepines
ClC=1C=CC2=C(C(=NCC=3N2N=C(N3)C(=O)NC)C3=C(C=CC=C3)Cl)C1,Benzodiazepines
ClC=1C=CC2=C(C(=NCC=3N2C=NN3)C3=C(C=CC=C3)Cl)C1,Benzodiazepines
CN1[C@H]2[C@@H]3CCC[C@H]4[C@@]3(C=3C(=C(C=CC3C2)O)O4)CC1,Opioids
C1(C(C2=CC=CC=C2)C3=CC=CC=C3)NCCCC1,Piperidines & pyrrolidines
FC1=CC=CC=C1NC2CCN(CCC3=CC=CC=C3F)CC2,Opioids
ClC=1C=C(C=CC1)NC1CCN(CC1)CCC1=CC=CC=C1,Opioids
FC1=CC(NC2CCN(CCC3=CC=CC=C3)CC2)=CC=C1,Opioids
CC1CN(CCC2=CC=CC=C2)CCC1NC3=CC=CC=C3,Opioids
FC1=CC=C(NC2CCN(CC3=CC=CC=C3)CC2)C=C1,Opioids
ClC1=C(C=CC=C1)NC1CCN(CC1)CCC1=CC=CC=C1,Opioids
CC1=CC=CC=C1NC2CCN(CCC3=CC=CC=C3)CC2,Opioids
ClC1=CC=C(C=C1)NC1CCN(CC1)CCC1=CC=CC=C1,Opioids
FC1=CC=C(NC2CCN(CCC3=CC=CC=C3)CC2)C=C1,Opioids
COC(=O)C1(CCN(CC1)CCC(=O)OC)NC1=CC=CC=C1,Opioids
FC1=CC=CC=C1NC2CCN(CCC3=CC=CC=C3)CC2,Opioids
CCN(CC)CCC1=CNC2=CC=CC=C12,Indolalkylamines
[H][C@]12CC3=C(C=C(OC)C=C3)[C@]3(CCCC[C@]13[H])CCN2C,Unknown
CC(CC1=CC=CC=C1)NC(C)CC2=CC=CC=C2,Phenethylamines
CC(OC1=C(O[C@@H]2[C@]34CCN(C)[C@@H]([C@@H]4C=C[C@@H]2OC(C)=O)C5)C3=C5C=C1)=O,Plants & extracts
CN1C2=C(C(C3=CC=CC=C3)=NCC1=O)C=C(Cl)C=C2,Benzodiazepines
c1ccc(cc1)CN1CCN(CC1)Cc1ccccc1,Piperazine derivates
O1COC2=C1C=CC(=C2)C(C(CC)N(C)C)=O,Cathinones
CC(NCC)C(C1=CC=C(Cl)C(Cl)=C1)=O,Cathinones
CN1C2=C(C=C(C=C2)Cl)C(C3=C(Cl)C=CC=C3)=NCC1=O,Benzodiazepines
ClC=1C=C(C=CC1Cl)C1CN(CC2=CC(=CC=C12)OC)C,Unknown
ClC=1C=CC2=C(C(=NCC=3N2N=C(N3)C(=O)N)C3=C(C=CC=C3)Cl)C1,Benzodiazepines
CC(C)CC(N)C1(CCC1)C1=CC=C(Cl)C=C1,Unknown
CC(N(CC)CC)C(C1=CC=C(OCO2)C2=C1)=O,Cathinones
CCCC(N(CC)CC)C(C1=CC=C(OCO2)C2=C1)=O,Cathinones
C(C)N(C1(CCCCC1)C1=CC=CC=C1)CC,Arylcyclohexylamines
O[C@@H]1[C@@H]2OC3=C(OC)C=CC4=C3[C@@]2([C@H]5CC1)CCN(C)[C@@H]5C4,Opioids
CN(C1(CCC(CC1)=O)C1=CC=C(C=C1)C)C,Arylcyclohexylamines
O=C(OCC(C)(C)CN(CC)CC)C1=CC=C(N)C=C1,Unknown
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,Arylalkylamines
C1(=CC=CC=C1)C(CC1=CC=CC=C1)N1CCCCC1,Piperidines & pyrrolidines
C1(=CC=CC=C1)C(C(CC)=O)(CC(C)N1CCCCC1)C1=CC=CC=C1,Opioids
CC(N(CCC1=CNC2=C1C=CC=C2)C(C)C)C,Indolalkylamines
C1(=CC=CC=C1)C(C(CC)=O)(CC(C)N1CCCC1)C1=CC=CC=C1,Opioids
CCCC(NCC)C(C1=CC=C(OC)C(OC)=C1)=O,Cathinones
NC1=NC(C)C(C2=CC=C(C)C=C2)O1,Unknown
COC1=C(C=C(C(=C1)C)OC)C1C(C1)N,Unknown
CC(NC)CC1=CC=C(OC)C(OC)=C1,Phenethylamines
NCCC1=CC=C(OC)C(OC)=C1,Phenethylamines
N1C=C(C2=CC=CC=C12)CCN(C)C,Indolalkylamines
CCNC1(CCCCC1=O)c1cccc(c1)C,Arylcyclohexylamines
CC(N)CC1=CC(OC)=C(CCCCC)C=C1OC,Phenethylamines
CC(N)CC1=CC(OC)=C(Br)C=C1OC,Phenethylamines
CC(N)CC1=CC(OC)=C(CCCC)C=C1OC,Phenethylamines
CC(N)CC1=CC(OC)=C(Cl)C=C1OC,Phenethylamines
O=C(N1C)N(C)C2=C(N(CCNC(C)CC3=CC(OC)=C(Cl)C=C3OC)C=N2)C1=O,Arylalkylamines
CC(N)CC1=CC(OC)=C(F)C=C1OC,Phenethylamines
CC(N)CC1=CC(OC)=C(I)C=C1OC,Phenethylamines
CC(N)CC1=CC(OC)=C(C(C)C)C=C1OC,Phenethylamines
CC(N)CC1=CC(OC)=C(C)C=C1OC,Phenethylamines
COC1=C(C=C(C(=C1)[N+](=O)[O-])OC)CC(C)N,Phenethylamines
CC(N)CC1=CC(OC)=C(CCC)C=C1OC,Phenethylamines
CC(N)CC1=CC(OC)=C(SC)C=C1OC,Phenethylamines
ClC=1C=CC2=C(C(=NC(C(N2CCO)=O)O)C2=C(C=CC=C2)F)C1,Benzodiazepines
CCCN(CCC1=CNC2=C1C=CC=C2)CCC,Indolalkylamines
CCNC(=O)C(NC(=O)c1nn(Cc2ccc(F)cc2)c2ccccc12)C(C)(C)C,Cannabinoids
O=C(C1=C2C=CC=CC2=C(CC)C=C1)C3=CN(CCCCCF)C4=C3C=CC=C4,Cannabinoids
O[C@@H]1[C@@H]([C@H]2CC[C@@H](C1)N2C)C(=O)OC,Unknown
CC(C(C(=O)OCC)NC(=O)C1=NN(C2=CC=CC=C12)CCCC=C)(C)C,Cannabinoids
CCOC(=O)C(NC(=O)c1cn(CC2CCCCC2)c2ccccc12)C(C)(C)C,Cannabinoids
O=C(N[C@H](C(OCC)=O)C(C)(C)C)C1=NN(CCCCC)C2=C1C=CC=C2,Cannabinoids
ON(C(C)CC1=CC=C2OCCOC2=C1)C,Phenethylamines
O=C(C1=C2C=CC=CC2=CC=C1)C3=CC4=C(C=C3)N(CCCCC)C5=C4C=CC=C5,Cannabinoids
FCCCCCN1C2=CC=CC=C2C2=C1C=CC(=C2)C(=O)C1=CC=CC2=CC=CC=C12,Cannabinoids
ClC=1C=CC2=C(C(=NCC(N2CCS(=O)(=O)CC)=O)C2=C(C=CC=C2)F)C1,Benzodiazepines
O=C(O)C1=CC(CN(C([C@@H](N)CC2=C(C)C=C(C(N)=O)C=C2C)=O)[C@H](C3=NC(C4=CC=CC=C4)=CN3)C)=CC=C1OC,Unknown
CC(C)[C@@H](C(OCC)=O)NC(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O,Cannabinoids
O=C(NCC(C1=CC=CC(OC)=C1)(CC)CC)CCCO,Opioids
[H][C@]1(C[C@@]2([H])C[C@]3([H])N(CCC4=CC(OC)=C(OC)C=C34)C[C@]2([H])CC)NCCC2=CC(OC)=C(OC)C=C12,Unknown
C[C@H](NC)[C@@H](C1=CC=CC=C1)O,Phenethylamines
CCNC(CC1=CC=CC=C1)C2=CC=CC=C2,Phenethylamines
C(C)C1=NC2=CC=CC=C2C(N1C1=CC=CC=C1)=O,Unknown
O=C(OCC(NCCC)(C)C)C1=CC=CC=C1,Unknown
CCCN(CC)CCC1=CNC2=C1C=CC=C2,Indolalkylamines
C(C1=CC=CC=C1)[C@@H]1N2C([C@](O[C@]2([C@@H]2CCCN2C1=O)O)(C(C)C)NC(=O)[C@H]1CN([C@@H]2CC=3C4=C(C2=C1)C=CC=C4NC3)C)=O,Indolalkylamines
OC[C@H](C)NC(=O)[C@H]1CN([C@@H]2CC=3C4=C(C2=C1)C=CC=C4NC3)C,Indolalkylamines
C(C1=CC=CC=C1)[C@H]1C(N2[C@H]([C@]3(N1C([C@](O3)(C)NC(=O)[C@H]3CN([C@@H]1CC=4C5=C(C1=C3)C=CC=C5NC4)C)=O)O)CCC2)=O,Indolalkylamines
COC1=C(OCC)C(OC)=CC(CCN)=C1,Phenethylamines
ClC=1C=CC2=C(C(=NCC=3N2C=NN3)C3=CC=CC=C3)C1,Benzodiazepines
O=C1N(C2=CC=CC=C2CC)C(C)=NC3=C1C=CC=C3,Unknown
CC(NCC)C(C1=CC=CC=C1)=O,Cathinones
C(C)NC(CC=1SC=CC1)C,Arylalkylamines
O=C([C@H](C=C12)CN(CC)[C@]2([H])CC3=CNC4=C3C1=CC=C4)N(CC)CC,Indolalkylamines
O=C(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)COCC,Opioids
C(C)OCCOC1=CC=C(CC2=NC3=C(N2CCN(CC)CC)C=CC(=C3)[N+](=O)[O-])C=C1,Opioids
ClC=1C=CC2=C(C(=NC(C(N2)=O)C(=O)OCC)C2=C(C=CC=C2)F)C1,Benzodiazepines
CCC(NCC)CC1=CC=CC=C1,Phenethylamines
O=C(C1=NN(CCCCC#N)C2=C1C=CC=C2)NC(C3=CC=CC=C3)CC,Cannabinoids
C(C)OC1=CC=C(CCC2=NC3=C(N2CCN(CC)CC)C=CC(=C3)[N+](=O)[O-])C=C1,Opioids
C(CC1=CC=CC=C1)C1=NC2=C(N1CCN(CC)CC)C=CC(=C2)[N+](=O)[O-],Opioids
O1CCC2=C1C=CC(=C2)CC2=NC1=C(N2CCN(CC)CC)C=CC(=C1)[N+](=O)[O-],Opioids
O=C(OCC)N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2,Opioids
C(C)OC1=CC=C2C[C@H]3N(CC[C@]45[C@@H](OC1=C52)[C@H](C=C[C@@H]34)O)C,Opioids
CC(NCC)C(C1=CC=C(OCO2)C2=C1)=O,Cathinones
CCOC(=O)C(C1CCCCN1)C2=CC=CC=C2,Piperidines & pyrrolidines
CCC(Cc1ccccc1)NC(=O)c1cn(Cc2ccc(F)cc2)c2ccccc12,Cannabinoids
ClC1=CC=CC=C1C2=NCC3=NN=C(C)N3C4=C2C=C(CC)S4,Benzodiazepines
C(C)OC1=CC=C(C=C1)CC1=NC2=C(N1CCN(CC)CC)C=CC=C2,Opioids
C(C)N(CCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)OCC)CC,Opioids
O[C@](C)(CCC)[C@H]1C[C@@]23[C@]45CCN([C@@H]2CC=2C=CC(=C(O[C@H]4[C@]1(C=C3)OC)C25)O)C,Opioids
O1COC2=C1C=CC(=C2)C(C(CC)NCC)=O,Cathinones
O=C(C1=C2C=CC=CC2=C(F)C=C1)C3=CN(CCCCCF)C4=C3C=CC=C4,Cannabinoids
O=C(C1=NN(CCCCCF)C2=C1C=CC=C2)C3C(C)(C)C3(C)C,Cannabinoids
O=C(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)NC4=C5C=CC=CC5=CC=C4,Cannabinoids
O=C(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)OC4=C5C=CC=CC5=CC=C4,Cannabinoids
CC(CC1=CC=CC=C1)NCCN2C=NC3=C2C(=O)N(C(=O)N3C)C,Phenethylamines
C(C)NC=1OC(C(N1)=O)C1=CC=CC=C1,Unknown
C1(=CC=CC=C1)CC(C)NCCC#N,Phenethylamines
C1(=CC=CC=C1)N(C(CC)=O)C1CCN(CC1)CCC1=CC=CC=C1,Opioids
O=C(OC)N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3,Opioids
C1(=CC=CC=C1)N(C(CC)=O)C1CCN(CC1)C1C(C1)C1=CC=CC=C1,Opioids
O=C(NO)CS(C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2)=O,Unknown
ClC=1C=CC2=C(C(=NCCN2CC(F)(F)F)C2=C(C=CC=C2)F)C1,Benzodiazepines
O=C1N(CCN2CCN(C3=CC=CC(C(F)(F)F)=C3)CC2)C4=CC=CC=C4N1,Piperazine derivates
ClC=1C=CC2=C(C(=NCC=3N2C(=NN3)CN(C)C)C3=C(C=CC=C3)F)C1,Benzodiazepines
CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4F,Benzodiazepines
O=C1NC2=CC=C(Br)C=C2C(C3=CC=CC=C3F)=NC1,Benzodiazepines
O=C1NC2=CC=C(F)C=C2C(C3=CC=CC=C3Br)=NC1,Benzodiazepines
CC1=NN=C2N1C3=C(C=C(C=C3)Br)C(=NC2)C4=CC=CC=C4F,Benzodiazepines
BrC=1C=CC2=C(C(=NCC(N2C)=O)C2=C(C=CC=C2)F)C1,Benzodiazepines
BrC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=C(C=CC=C3)F,Benzodiazepines
ClC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=C(C=CC=C3)F,Benzodiazepines
ClC=1C=CC2=C(C(=NCC(N2C)=O)C2=C(C=CC=C2)F)C1,Benzodiazepines
C(C)C=1SC=2N3C(=NN=C3CN=C(C2C1)C1=C(C=CC=C1)F)C,Benzodiazepines
FC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)[N+](=O)[O-])C(/C(/N2)=C/N2CCN(CC2)C)=O,Benzodiazepines
C(C)N(CCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)F)CC,Opioids
O=C1N(C)C2=CC=C([N+]([O-])=O)C=C2C(C3=CC=CC=C3F)=NC1,Benzodiazepines
FC1=C(C=CC=C1)C1=NCC2=NN=C(N2C2=CC=C(C=C12)[N+](=O)[O-])C,Benzodiazepines
C(C)NC1(C(CCCC1)=O)C1=CC(=CC=C1)F,Arylcyclohexylamines
FCCCCCN1CCC(CC1)(C(=O)OC)N(C(CC)=O)C1=CC=CC=C1,Opioids
FC1=CC=C(C=C1)C(C)N1CCC(CC1)N1C(NC2=C1C=CC=C2)=O,Opioids
ClC=1C=CC2=C(C(=NCC(N2CCN(CC)CC)=O)C2=C(C=CC=C2)F)C1,Benzodiazepines
ClC=1C=CC2=C(C3(N(CC(N2CCO)=O)CCO3)C3=C(C=CC=C3)F)C1,Benzodiazepines
ClC=1C=CC2=C(C(=NC(C(N2C)=O)O)C2=C(C=CC=C2)F)C1,Benzodiazepines
ClC=1C=CC2=C(C(=NCC(N2CC2CC2)=O)C2=C(C=CC=C2)F)C1,Benzodiazepines
O=C1CN=C(C2=CC=CC=C2F)C3=CC([N+]([O-])=O)=CC=C3N1,Benzodiazepines
O=CNC(C)CC1=CC=CC=C1,Phenethylamines
O=C1N(CP(C)(C)=O)C2=CC=C(Cl)C=C2C(C3=CC=CC=C3)=NC1,Benzodiazepines
FC1=CC=C(CN2C=C(C3=CC=CC=C23)C(=O)C2C(C2(C)C)(C)C)C=C1,Cannabinoids
O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)NC45CC6CC(C5)CC(C6)C4,Cannabinoids
FC1=CC=C(C=C1)CN1C=C(C2=CC=CC=C12)CC(=O)O,Cannabinoids
O=C(C1=NC2=CC=CC=C2N1CCCCCF)C3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(C1=NC2C=CC=CC2N1CCCCCO)c1cccc2ccccc12,Cannabinoids
O=C(O)CCCCN1C(C(C2=C3C=CC=CC3=CC=C2)=O)=NC4=CC=CC=C14,Cannabinoids
O=C(C1=CC=CC2=C1C=CC=C2)C3=CN(CC4=CC=C(F)C=C4)C5=CC=CC=C53,Cannabinoids
O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)OC4=C5N=CC=CC5=CC=C4,Cannabinoids
O=C(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)OC4=C5N=CC=CC5=CC=C4,Cannabinoids
O=C(O)c1cn(Cc2ccc(F)cc2)c2ccccc12,Cannabinoids
C1(=CC=CC=C1)N(C(=O)C=1OC=CC1)C1CCNCC1,Opioids
O=C(C1=CC=CO1)N(C2C(N(C)C)CCCC2)C3=CC=CC=C3,Opioids
CCC(N(C1CCN(CCC2=CC=CO2)CC1)C3=CC=CC=C3)=O,Opioids
C1(=CC=CC=C1)N(C(=O)C=1OC=CC1)C1CCN(CC1)CCC1=CC=CC=C1,Opioids
CC1(C)COC(C2=CC=CC=C2)CN1,Unknown
O=C(O)CC1(CN)CCCCC1,Unknown
C[C@@H]1[C@](CCCC1)(C=1SC=CC1)N1CCCCC1,Arylcyclohexylamines
BrC1=CC2=C(C=C1)N(CC(NN)=O)C(CN=C2C3=CC=CC=C3)=O,Benzodiazepines
CN1CCC2=CC(OC)=C(OC)C3=C2[C@]1([H])CC4=CC(OC)=C(OC)C=C34,Plants & extracts
CC1=C(C(=CC=C1)C)NC(=O)CN,Unknown
COC1=CC=C(/C=C2C(C3=CC=CN=C3)=NCCC/2)C(OC)=C1,Piperidines & pyrrolidines
O=C1N(CC(F)(F)F)C2=CC=C(Cl)C=C2C(C3=CC=CC=C3)=NC1,Benzodiazepines
BrC=1C=CC2=C(C3(N(CC(N2)=O)CCO3)C3=C(C=CC=C3)F)C1,Benzodiazepines
CC1=NCCC2=C1NC3=C2C=CC(OC)=C3,Plants & extracts
CC1=NC=CC2=C1NC3=C2C=CC(OC)=C3,Plants & extracts
O=C(OCC)C(C1=CC=C2C=CC=CC2=C1)C3NCCCC3,Piperidines & pyrrolidines
O=C(OC)C(C1=CC=C2C=CC=CC2=C1)C3NCCCC3,Piperidines & pyrrolidines
C(CC1=CC=CC=C1)N1CCC(CC1)N(C(CCCCCC)=O)C1=CC=CC=C1,Opioids
C(CCCCCC)C=1C=C(C=2[C@H]3[C@H](C(OC2C1)(C)C)CC[C@@H](C3)C)O,Cannabinoids
CCCCCC(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
CCCCC(NC)C(C1=CC=CC=C1)=O,Cathinones
OC1=CC=C(CC(N)C)C=C1OC,Phenethylamines
CNCCC1=CC=C(OCO2)C2=C1,Phenethylamines
OC1=CC=C(CCN(C)C)C=C1,Phenethylamines
C(C)SC1=CC(=C(C=C1OC)CCNO)OC,Phenethylamines
COC1=C(C=C(C(=C1)SCCC)OC)CCNO,Phenethylamines
OC1=CC(C(CCCCCC)(C)C)=CC2=C1[C@@](CC(CO)=CC3)([H])[C@]3([H])C(C)(C)O2,Cannabinoids
OCC1=C[C@@H](C2=C(OC)C=C(C(CCCCCC)(C)C)C=C2OC)[C@@]3([H])C[C@]1([H])C3(C)C,Cannabinoids
O=C(C(CCCCC)=C1)C(O)=C([C@@H]2C=C(C)CCC2C(C)=C)C1=O,Cannabinoids
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(=O)CC4,Opioids
[H][C@@]12OC3=C(O)C=CC4=C3[C@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,Opioids
C(C)NC1(C(CCCC1)=O)C1=CC(=CC=C1)O,Arylcyclohexylamines
CC(NC(C)(C)CO)C(=O)C1=CC(Cl)=CC=C1,Cathinones
CCCCCC1=CC(=C2C3C=C(CCC3C(OC2=C1)(C)C)CO)O,Cannabinoids
COC1=CC2=C(NC3=C2CCN4C5C3CC(C4)CC5CC)C=C1,Plants & extracts
ClC=1C=CC2=C(C(=NCC(N2CCOCC2CC2)=O)C2=CC=CC=C2)C1,Benzodiazepines
CC(NC1=CC=C(Cl)C=C12)NS2(=O)=O,Unknown
C12=C(CCC2)C=CC=C1,Unknown
CC(C1=CC=C(I)C=C1)N2CCC(N3C(NC4=C3C=CC=C4)=O)CC2,Opioids
FC1=CC=C(CN2N=C(C3=CC=CC=C23)C(=O)N[C@H](C(=O)OC(C)C)C(C)(C)C)C=C1,Cannabinoids
C(CCCC)N1N=C(C2=CC=CC=C12)C(CC1=CC=CC=C1)=O,Cannabinoids
CC(NC(C)C)C(C1=CC=C(OCO2)C2=C1)=O,Cathinones
CC=1C=C(C=CC1)C(C(C)=O)NCCC,Cathinones
NC(C(=O)C=1C=C(C=CC1)C)CCCC,Cathinones
ClC=1C=C(C=CC1)C(C(C)=O)NC,Unknown
C(C)N(CCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)OCC(C)C)CC,Opioids
CCCCCn1nc(C(=O)OCC(C)C)c2ccccc21,Cannabinoids
CC(C)C(N(C1=CC=CC=C1)C2CCNCC2)=O,Opioids
CC(C)C(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,Opioids
C1(=CC=CC=C1)CCN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C(=O)OC,Opioids
CC(C(NCC)C1=CC=CC=C1)=O,Cathinones
CC(CC(C(=O)C1=CC=CC=C1)NC)C,Cathinones
CC(C)CC(NC)C(C1=CC=C(OCO2)C2=C1)=O,Cathinones
CCCC(C(NC)C1=CC=CC=C1)=O,Cathinones
CC1COC(C2=CC=CC=C2)CN1,Unknown
C1(=CC=CC=C1)C(C(=O)OC(C)C)C2CCCCN2,Piperidines & pyrrolidines
ClC=1C=C(C(=O)N(C(C)C)C2C(CCCC2)N(C)C)C=CC1Cl,Opioids
C(C)N(CCN1C(=NC2=C1C=CC=C2)CC2=CC=C(C=C2)OC(C)C)CC,Opioids
C(C)N(CCN1C(=NC2=C1C=CC(=C2)[N+](=O)[O-])CC2=CC=C(C=C2)OC(C)C)CC,Opioids
CC(CC(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)C,Opioids
O=C(C1=CC2=C(NC1=O)C(OCCCCC)=C(OC)C=C2)NCC3=CC=C(OCO4)C4=C3,Cannabinoids
OC(CCCCN1C=C(C2=CC=CC=C12)C(=O)C1=CC=CC2=CC=CC=C12)C,Cannabinoids
O=C(C1=CN(CCCC)C2=C1C(O)=CC=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(C1=CN(CCCC)C2=C1C=C(O)C=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(C1=CN(CCC(O)C)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(O)CCCN1C=C(C(C2=C3C=CC=CC3=CC=C2)=O)C4=C1C=CC=C4,Cannabinoids
O=C(C1=CN(CCCCCO)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(C)C=C3,Cannabinoids
CC1=CC=C(C2=CC=CC=C12)CC1=CN(C2=CC=CC=C12)CCCCC,Cannabinoids
CCc1ccc(C(=O)c2cn(CCCC(C)O)c3ccccc23)c2ccccc12,Cannabinoids
OC(CCCN1C=C(C2=CC=CC=C12)C(CC1=C(C=CC=C1)OC)=O)C,Cannabinoids
O=C(C1=CN(CCCCC)C=C1C2=CC=CC=C2F)C3=C4C=CC=CC4=CC=C3,Cannabinoids
O=C(C1=C2C=CC=CC2=C(F)C=C1)C3=CN(CCCCCO)C4=C3C=CC=C4,Cannabinoids
O=C(C1=C(C)N(CCCCCC)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
CC=1N(C2=CC=CC=C2C1C(=O)C1=CC=CC2=CC=CC=C12)CCCCC,Cannabinoids
O=C(C1=C(C)N(CCCCCO)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
C1(=CC=CC2=CC=CC=C12)C(=O)C1=C(N(C2=CC=CC=C12)CCCCC(=O)O)C,Cannabinoids
CCCCCC(C)N1C(C)=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=CC=CC=C12,Cannabinoids
